id,names,artist_names,artist_pop,albums,track_pop,durations_ms,playlist_name
4277,Tjina,Megadrumz,42,For Your Soul (Extended Edition),64,354170,AMAPIANO grooves
4278,Isgubhu,Sam Deep,49,Isgubhu,63,414386,AMAPIANO grooves
4279,Imnandi lento (feat. Tman Xpress),Mellow & Sleazy,56,Imnandi lento (feat. Tman Xpress),69,447835,AMAPIANO grooves
4280,Tiya Mfana (Mzokwana),DJ Tshegu,39,Tiya Mfana (Mzokwana),59,265214,AMAPIANO grooves
4281,Dalie (feat. Baby S.O.N),Kamo Mphela,51,Dalie (feat. Baby S.O.N),57,280425,AMAPIANO grooves
4282,Shukuku,Luu Nineleven,22,Shukuku,4,394286,AMAPIANO grooves
4283,"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,57,"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",73,391888,AMAPIANO grooves
4284,Izinyembezi,Musa Keys,59,Becoming Him,48,396472,AMAPIANO grooves
4285,Masithokoze,DJ Stokie,49,Masithokoze,60,427218,AMAPIANO grooves
4286,Thula Mabota,ShaunMusiq & Ftears,50,It Will All Make Sense,51,305868,AMAPIANO grooves
4287,"Hamba naye (feat. Pcee, Justin99, MaTen & Jandas)",Mr JazziQ,49,"Hamba naye (feat. Pcee, Justin99, MaTen & Jandas)",54,364331,AMAPIANO grooves
4288,Entabeni,Soa Family,24,Entabeni,9,381429,AMAPIANO grooves
4289,Baba Ka Girl,Unkle Ken,22,Baba Ka Girl,44,416366,AMAPIANO grooves
4290,This Year,OUT OF ORDER,30,OOO: AMAPIANO,35,335220,AMAPIANO grooves
4291,"Nomayini (feat. Pcee, Justin99, Vigro Deep)",Freddy K,29,"Nomayini (feat. Pcee, Justin99, Vigro Deep)",43,378231,AMAPIANO grooves
4292,"ZULU (feat. AMAQHAWE, Philharmonic)",Pushkin RSA,38,"ZULU (feat. AMAQHAWE, Philharmonic)",56,416183,AMAPIANO grooves
4293,Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy),Jimmy Maradona,41,Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy),62,360921,AMAPIANO grooves
4294,Moratata (feat. Leemckrazy & TitoM),Daliwonga,53,DALI DALI,53,385731,AMAPIANO grooves
4295,"Koko (feat. ShaunMusiq & Ftears, Infinite Motion, Deethegeneral & Eemoh)",Bulo,29,"Koko (feat. ShaunMusiq & Ftears, Infinite Motion, Deethegeneral & Eemoh)",49,377143,AMAPIANO grooves
4296,BraMfana,Sam Deep,49,iMALI YE NTWANA,52,382362,AMAPIANO grooves
4297,Ubuye,Soa Family,24,Ubuye,46,364446,AMAPIANO grooves
4298,Weh Mama (feat. Kabza De Small),DJ Maphorisa,62,Chukela,56,413625,AMAPIANO grooves
4299,Tsetse (feat. Nobantu Vilakazi & Kay Invictus),Mr JazziQ,49,All You Need Is Piano 2,50,347024,AMAPIANO grooves
4300,Ubumnandi,Da Muziqal Chef,52,Just A Taste,49,382340,AMAPIANO grooves
4301,Uzungandishiyi,Sino Msolo,48,Uzungandishiyi,54,424870,AMAPIANO grooves
4302,"IPlan (feat. Sir Trill, Da Muziqal Chef & Vaal Nation)",Xduppy,48,Joy,46,237876,AMAPIANO grooves
4303,Awukhuzeki,DJ Stokie,49,My Journey Continues,67,492617,AMAPIANO grooves
4304,Sgudi Snyc,De Mthuda,51,Sgudi Snyc,65,331377,AMAPIANO grooves
4305,Bayabuza (feat. Kabza De Small & SLY),Pervader,25,Bayabuza (feat. Kabza De Small & SLY),47,235928,AMAPIANO grooves
4306,Ngilimele,MaWhoo,51,The Chosen,58,372976,AMAPIANO grooves
4307,Umhlolo,Kamo Mphela,51,Umhlolo,52,184286,AMAPIANO grooves
4308,Amandla - Radio Edit,Deep Sen,41,Amandla (Radio Edit),48,195000,AMAPIANO grooves
4309,Daily Paper,Thuto The Human,40,Daily Paper,49,377160,AMAPIANO grooves
4310,SAdesFakSHen,DBN Gogo,44,SAdesFakSHen,52,418446,AMAPIANO grooves
4311,Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather),Uncle Waffles,50,SOLACE,66,326027,AMAPIANO grooves
4312,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),Mas Musiq,49,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),61,350310,AMAPIANO grooves
4313,Kunkra (feat. Xduppy & ShaunMusiq & Ftears),Myztro,49,Kunkra (feat. Xduppy & ShaunMusiq & Ftears),59,317176,AMAPIANO grooves
4314,Habibi (Quantum Sound),Sizwe Nineteen,38,Habibi (Quantum Sound),59,368640,AMAPIANO grooves
4315,Dollar For Love (Baby),Thuto The Human,40,Dollar For Love (Baby),59,413844,AMAPIANO grooves
4316,Athandwe,Soa Mattrix,47,Athandwe,57,244286,AMAPIANO grooves
4317,Xikuteka,Cooper SA,29,Xikuteka,47,343884,AMAPIANO grooves
4318,Eduze,Gaba Cannal,42,Eduze,52,519650,AMAPIANO grooves
4319,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)",Kabza De Small,61,The Konka Mixtape : Sweet & Dust,61,492832,AMAPIANO grooves
4320,Howa You (feat. Myztro & Xduppy),ShaunMusiq & Ftears,50,Howa You (feat. Myztro & Xduppy),59,356814,AMAPIANO grooves
4321,uLala Kanjani (feat. LeeMcKrazy & Skandisoul),Dj Jaivane,42,uLala Kanjani (feat. LeeMcKrazy & Skandisoul),60,347246,AMAPIANO grooves
4322,Ngizwile,Deejaykgosi,36,Ngizwile,58,334472,AMAPIANO grooves
4323,uNonkosi (feat. Deeper Phil & Mfundo Da DJ),Young Stunna,54,uNonkosi (feat. Deeper Phil & Mfundo Da DJ),58,351468,AMAPIANO grooves
4324,Gojasi,Musical Jazz,34,Gojasi,56,429035,AMAPIANO grooves
4325,Angel Numbers / Ten Toes,Chris Brown,84,11:11,76,306847,Hot Hits South Africa
4326,iPlan,Dlala Thukzin,49,Permanent Music 3,68,410847,Hot Hits South Africa
4327,Ngimtholile,Maverick Muji,35,Ngimtholile,57,244062,Hot Hits South Africa
4328,Dubula - Remake,Harrycane,40,Dubula (Remake),56,306909,Hot Hits South Africa
4329,Mwaki,Zerb,52,Mwaki,58,208135,Hot Hits South Africa
4330,My Home,Myles Smith,56,My Home,73,206250,Hot Hits South Africa
4331,Mama Thula,Zakes Bantwini,46,Mama Thula,51,361494,Hot Hits South Africa
4332,"Yes God - Mörda, Thakzin, Mhaw Keys Remix",Oscar Mbo,45,YES GOD,56,420229,Hot Hits South Africa
4333,Ok'salayo,Lindough,34,Ok'salayo,55,307914,Hot Hits South Africa
4334,Tiya Mfana (Mzokwana) [feat. Sims Noreng],DJ Tshegu,39,Tiya Mfana (Mzokwana) [feat. Sims Noreng],48,265214,Hot Hits South Africa
4335,Horns In The Sun - Thakzin Remix,DJ Kent,43,Weekent Sun Sets (Horns In The Sun Remix EP),58,336658,Hot Hits South Africa
4336,"Woza La (feat. Blxckie, Kamo Mphela, RudeBoyz & Nobantu Vilakazi)",Ms. Cosmo,18,"Woza La (feat. Blxckie, Kamo Mphela, RudeBoyz & Nobantu Vilakazi)",39,270968,Hot Hits South Africa
4337,Paris,Mthandeni SK,45,Paris,64,257959,Hot Hits South Africa
4338,Amazwe (feat. Mawhoo),Kabza De Small,61,Isimo,56,463037,Hot Hits South Africa
4339,Ngilele E Hotel,Killorbeezbeatz,41,Ngilele E Hotel,63,242155,Hot Hits South Africa
4340,iNkanyezi (feat. Exclusive Drumz),Nomcebo Zikode,54,iNkanyezi (feat. Exclusive Drumz),49,331972,Hot Hits South Africa
4341,WEST AFRICA TIME,A-Reece,55,P2 : THE BIG HEARTED BAD GUY,56,243134,Hot Hits South Africa
4342,Uyangijabulisa,Fezeka Dlamini,39,Uyangijabulisa,58,288052,Hot Hits South Africa
4343,"Tested, Approved & Trusted",Burna Boy,78,I Told Them...,60,220394,Hot Hits South Africa
4344,Agora Hills,Doja Cat,86,Scarlet,83,265360,Hot Hits South Africa
4345,Trust the Process,Tebza De DJ,43,Trust the Process,52,297926,Hot Hits South Africa
4346,Eyami,Lwah Ndlunkulu,48,Eyami,61,260489,Hot Hits South Africa
4347,Prosper In Peace (with Benny The Butcher),Nasty C,57,Prosper In Peace,48,212683,Hot Hits South Africa
4348,Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),Daliwonga,53,Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),51,411429,Hot Hits South Africa
4349,iThuba,De Mthuda,51,Sgudi Snyc,56,365382,Hot Hits South Africa
4350,Imali iKhona (feat. Mellow & Sleazy),DJ Maphorisa,62,Imali iKhona (feat. Mellow & Sleazy),52,394308,Hot Hits South Africa
4351,You're So You,Lloyiso,56,You're So You,56,160875,Hot Hits South Africa
4352,iMpumelelo,Sam Deep,49,iMpumelelo,58,378265,Hot Hits South Africa
4353,Hamba Wena,Dr Dope,34,Hamba Wena,54,308031,Hot Hits South Africa
4354,Dubula,Harrycane,40,Dubula,57,306367,Hot Hits South Africa
4355,Thatha (feat. Daliwonga),K.O,44,Thatha (feat. Daliwonga),50,222347,Made In South Africa
4356,Masithandane,Amanda Black,40,From My Soil To Yours,3,186250,Made In South Africa
4357,Qhawe lam,Zuko SA,27,No one is safe,46,264939,Made In South Africa
4358,Imimoya,Nathi,41,Usiba Lwe Gazi,53,238720,Made In South Africa
4359,Izintuthwane,Nonka,26,Music From & Inspired By Shaka iLembe (Original Soundtrack),46,154000,Made In South Africa
4360,KUYALUNGA,Mthandazo Gatya,30,KUYALUNGA,37,238174,Made In South Africa
4361,Inkumbulo,Loki.,23,Inkumbulo,38,220042,Made In South Africa
4362,Free,Darkie Fiction,17,Free,36,127800,Made In South Africa
4363,Impilo (feat. 031 Choppa),Phila Dlozi,27,Impilo (feat. 031 Choppa),35,257101,Made In South Africa
4364,Njalo,Mduduzi Ncube,42,Njalo,46,254936,Made In South Africa
4365,Love Is For Mahala,Amanda Black,40,Love Is For Mahala,37,185806,Made In South Africa
4366,Kuyabongwa,ChubbyCheeks,30,Kuyabongwa,52,214042,Made In South Africa
4367,Soze Ndixole,Vusi Nova,39,Soze Ndixole,45,262008,Made In South Africa
4368,letter to my father,Muneyi,21,for the boys i like,36,219320,Made In South Africa
4369,Never The Same,Azana,42,Never The Same,38,209581,Made In South Africa
4370,Uzong'khumbula,Kallo,9,Uzong'khumbula,30,249290,Made In South Africa
4371,Thandwa Ndim,The Soil,43,Thandwa Ndim,49,271480,Made In South Africa
4372,iNtwenhle,Thando Zide,17,iNtwenhle,1,214000,Made In South Africa
4373,ANCESTRAL CALL,ANATII,35,ANCESTRAL CALL,36,166368,Made In South Africa
4374,Bengdakiwe,Xowla,41,Bengdakiwe,45,282663,Made In South Africa
4375,Bayandijikela,Vusi Nova,39,Bayandijikela,38,251100,Made In South Africa
4376,Amalanga,Calvin Mangena,19,Amalanga,39,182230,Made In South Africa
4377,uMngani Wami,Paige,29,African Child,38,364851,Made In South Africa
4378,BIZAN'UMAMA,Zonke,42,BIZAN'UMAMA,37,258577,Made In South Africa
4379,Umthombo,Pilani Bubu,15,Umthombo,0,235867,Made In South Africa
4380,Nje,Nue_Sam,27,Nje,36,222000,Made In South Africa
4381,Iqiniso,Yallunder,30,KUM,37,179936,Made In South Africa
4382,Thando Lwethu,Sia Mzizi,22,Thando Lwethu,36,267789,Made In South Africa
4383,Impi Yothando,Blaq Diamond,45,Impi Yothando,48,298777,Made In South Africa
4384,iLanga Lakho,Thando Zide,17,iLanga Lakho,38,284000,Made In South Africa
4385,24 Hours,Kaylow,39,24 Hours,53,253651,Made In South Africa
4386,Ngibambe,Aubrey Qwana,35,Ngibambe,43,236000,Made In South Africa
4387,Sayona,Inkabi Zezwe,42,Ukhamba,55,227368,Made In South Africa
4388,Sifanelene,Azana,42,Sifanelene,38,265423,Made In South Africa
4389,ZOJIKI IZINTO,Naledi Aphiwe,27,ZOJIKI IZINTO,49,258667,Made In South Africa
4390,Hamba Naye,Cici,42,Sukulila,47,234900,Made In South Africa
4391,Wa Nkutlwa Na,Wave Rhyder,35,Wa Nkutlwa Na,45,282107,Made In South Africa
4392,Mgani Wam,Swaggy_rsa,12,Mgani Wam,34,226813,Made In South Africa
4393,Forever Yena,Boyzin Bee,13,Forever Yena,35,176326,Made In South Africa
4394,Enza Kwenzeke,Brenda Mtambo,26,Sane,36,184220,Made In South Africa
4395,Umbayimbayi,Inkabi Zezwe,42,Umbayimbayi,52,230000,Made In South Africa
4396,Kwaphela Abantu,MaNgcobo Khoza,16,African Spirit,33,244284,Made In South Africa
4397,Owa Mntwana,Mpumi,30,Owa Mntwana,0,377143,Made In South Africa
4398,Thandaza,DeeTheGeneral,32,Thandaza,47,365310,Made In South Africa
4399,Angsakhoni,Mduduzi Ncube,42,Angsakhoni,50,296052,Made In South Africa
4400,Umntu,Bravo Le Roux,27,Umntu,41,236170,Made In South Africa
4401,Abondaba,MusiholiQ,31,Abondaba,39,282276,Made In South Africa
4402,Shona Malanga,Azana,42,Shona Malanga,36,206857,Made In South Africa
4403,Feelings,Lizwi Wokuqala,28,Feelings,35,174046,Made In South Africa
4404,Kukude Emathandweni,Linda Gcwensa,25,Kukude Emathandweni,35,232000,Made In South Africa
4405,Umjolo Lowo,Khuzani,44,Umjolo Lowo,53,244649,Bhinca Nation
4406,NGITHANDANA NE OWNER,Sminofu,42,Uber Driver,47,296751,Bhinca Nation
4407,uHerodi,Madlala,30,Sizohlabelela,52,234736,Bhinca Nation
4408,Abafana Bayefana,uMehlabomvu,23,Ibhokisi Lomncwabo,43,253139,Bhinca Nation
4409,Ngibeke ngaphezulu,Luve Dubazane,35,Ngibeke ngaphezulu,49,175882,Bhinca Nation
4410,SONGENA NGODLAME,Isitha sama ex,28,SONGENA NGODLAME,50,264725,Bhinca Nation
4411,Ngicel Uhambe,Mshinwemali,31,Intombi Ayinikwa'imali,50,198687,Bhinca Nation
4412,Wangenz' umuntu ebantwini,Mahostela 97,23,Wangenz' umuntu ebantwini,46,306625,Bhinca Nation
4413,Voicemail,Big Zulu,49,Voicemail,50,278050,Bhinca Nation
4414,Iphutha,Umdumazi,26,Iphutha,41,295131,Bhinca Nation
4415,Nguye,Intaba Yase Dubai,36,Amagama,50,243000,Bhinca Nation
4416,Wangisiza Baba,Shwi No Mtekhala,36,Wangisiza Baba,47,340280,Bhinca Nation
4417,Buza Kunyoko,Sgwebo Sentambo,24,Ikhumbi Ekweletayo,40,349832,Bhinca Nation
4418,Uyangithanda,Mzukulu,40,Eyokuza,41,252853,Bhinca Nation
4419,BAMPHAMBANISELA,JAIVA ZIMNIKE,31,BANGIHLINZA NGIPHILA,47,272405,Bhinca Nation
4420,Abafana Badlala Ngathi,Limit,34,I Mathematics,47,283558,Bhinca Nation
4421,Dali Ungavumi,Mshinwemali,31,Dali Ungavumi,44,343536,Bhinca Nation
4422,Isilingo,Khuzani,44,Inhloko Nes'xhanti,45,220573,Bhinca Nation
4423,Ngomthetho Omdala - Remake,Inkos'yamagcokama,38,Ngomthetho Omdala (Remake),39,269860,Bhinca Nation
4424,Emendweni (Official Audio),Ugatsheni,38,Inhlupheko,47,294583,Bhinca Nation
4425,ELAWINI LIKAMAGUMEDE,Saliwa,37,Zingishiyil' Eziy'emhlangeni,45,275332,Bhinca Nation
4426,Khaya Lami,Inkabi Zezwe,42,Ukhamba,50,255273,Bhinca Nation
4427,Ikhaya lami,Skweletu,36,Imbecile berth,46,260845,Bhinca Nation
4428,Ijele,Khuzani,44,Ispoki Esingafi,50,269190,Bhinca Nation
4429,NDIBUYEL'EMJOLWENI,Amabhinca Smonyo no Mhlengi,22,NDIBUYEL'EMJOLWENI,44,272362,Bhinca Nation
4430,Bafuna Sihlukane,Udumakahle,33,S'qhuba Izinkomo,44,266475,Bhinca Nation
4431,Masiyeke,Nue_Sam,27,Sipho,41,261453,Bhinca Nation
4432,S'kushaya Isdakwa,Imithente,29,S'kushaya Isdakwa,36,243693,Bhinca Nation
4433,Alusafani,Q Twins,39,Alusafani,49,224107,Bhinca Nation
4434,Ithuba,Lwah Ndlunkulu,48,Ithuba,57,263004,Bhinca Nation
4435,Kawungondli,Ithwasa Lekhansela,33,Zehla,42,270184,Bhinca Nation
4436,Asifani siyafanelana,Udumakahle,33,Phakathi Komhlane Nembeleko,40,260232,Bhinca Nation
4437,Wawuthembeni,Ntencane,39,Uboya Enkomeni,43,307757,Bhinca Nation
4438,BO GIRL,uMjabulisi,31,Ningaphiki Nami,45,248988,Bhinca Nation
4439,Ubhuti Wabantu,Khuzani,44,Ispoki Esingafi,40,306248,Bhinca Nation
4440,Zamalek,Mnqobi Yazo,37,iStiff,47,251134,Bhinca Nation
4441,Ngiyeza,Lwah Ndlunkulu,48,Ngiyeza,58,281240,Bhinca Nation
4442,Isifebe Sendoda,IZINGANE ZOMA,35,Msholozi,49,260667,Bhinca Nation
4443,Inja Nodogo,Khuzani,44,Inja Nogodo,49,255373,Bhinca Nation
4444,Sukuma Mkami Bakubone,Mzukulu,40,Ivila Laselawini,41,266027,Bhinca Nation
4445,BayangiSabawela,Ntencane,39,Incane Lembobo,49,254305,Bhinca Nation
4446,Umathandana wokwenzani,Ntencane,39,Isivulwe Yonke,50,291448,Bhinca Nation
4447,Ama-push ups,Stabhilithi,28,Imnand'intshebe,44,282380,Bhinca Nation
4448,Ngafa,Shwi No Mtekhala,36,Greatest Moments Of,40,360853,Bhinca Nation
4449,Ngeke Ungiphathe,Menzi,33,Ngeke Ungiphathe,48,280816,Bhinca Nation
4450,Ujola Wedwa,Navigator Gcwensa,30,Fortaleza De Sol,42,201744,Bhinca Nation
4451,Als Is Okay,Karlien Van Jaarsveld,34,Als Is Okay,39,181250,Afrikaanse Hits
4452,Moegdans,Brendan Peyper,43,Moegdans,53,201778,Afrikaanse Hits
4453,Inge 2,Die Piesangskille,39,Almal Gly,56,221067,Afrikaanse Hits
4454,Liewe Jinne!,Juanita du Plessis,42,Liewe Jinne!,52,211155,Afrikaanse Hits
4455,Foute,Appel,47,Foute,50,202918,Afrikaanse Hits
4456,Asseblief,Elandré,42,Asseblief,50,207813,Afrikaanse Hits
4457,Laatnag Gedagtes,Ivan Roux,34,Laatnag Gedagtes,47,174254,Afrikaanse Hits
4458,Koue Kole,Eloff,41,Koue Kole,52,230080,Afrikaanse Hits
4459,Boksemdais,Riaan Benadé,46,Boksemdais,54,188553,Afrikaanse Hits
4460,Slukkie Inspirasie,Barto,39,OASE,41,193854,Afrikaanse Hits
4461,Toer Om Die Vloer,Brendan Peyper,43,Insomnia,53,191304,Afrikaanse Hits
4462,Stoutgat,Jay,40,Stoutgat,51,190797,Afrikaanse Hits
4463,Impulsief,Barto,39,Impulsief,54,183318,Afrikaanse Hits
4464,Swipe Regs,Eloff,41,Hittegolf,49,220831,Afrikaanse Hits
4465,Khaki,Ricus Nel,41,Khaki,48,186495,Afrikaanse Hits
4466,Tannie Katesbes,FATMAN,38,Tannie Katesbes,46,180348,Afrikaanse Hits
4467,Vat 'n Bietjie,Riaan Benadé,46,Spontaan,53,192053,Afrikaanse Hits
4468,Skobbejak,Reën,31,Weer,49,212533,Afrikaanse Hits
4469,Insomnia,Brendan Peyper,43,Insomnia,49,238615,Afrikaanse Hits
4470,ATKV,Eloff,41,Hittegolf,50,184026,Afrikaanse Hits
4471,Vlam In Die Wind,Barto,39,Vlam In Die Wind,50,205237,Afrikaanse Hits
4472,Tekkies Brand,Irene-Louise Van Wyk,36,Tekkies Brand,52,208520,Afrikaanse Hits
4473,Ouens Soos Ek,Marno van der Merwe,26,Ouens Soos Ek,47,163036,Afrikaanse Hits
4474,H2Oë,Barto,39,H2Oë,53,175375,Afrikaanse Hits
4475,Foto's,Dodo Nyoka,31,Foto's,51,194891,Afrikaanse Hits
4476,Boer In My Hart,VAN WEST,28,Boer In My Hart,46,230164,Afrikaanse Hits
4477,Ek Wonder,Riana Nel,36,Ek Wonder,46,212941,Afrikaanse Hits
4478,SySoen,Wilma Van Heerden,24,SySoen,46,213125,Afrikaanse Hits
4479,Stout Vir ...,Irene-Louise Van Wyk,36,Stout Vir ...,47,207737,Afrikaanse Hits
4480,"Toe, Nou en Altyd",Bobby Van Jaarsveld,34,"Toe, Nou en Altyd",46,221463,Afrikaanse Hits
4481,Vuur En Vlam,VAN WEST,28,Vuur En Vlam,46,165173,Afrikaanse Hits
4482,Kwagga Karnaval,Kurt Darren,42,Kwagga Karnaval,46,210893,Afrikaanse Hits
4483,Diana,Appel,47,Diana,43,210233,Afrikaanse Hits
4484,Frikkie vir 'n Rukkie,Dodo Nyoka,31,Frikkie vir 'n Rukkie,44,175435,Afrikaanse Hits
4485,Hakahana,Franja Du Plessis,32,Hakahana,44,185538,Afrikaanse Hits
4486,Kyk Na My Hart,Rooksein,33,Die Onbekende,49,167933,Afrikaanse Hits
4487,Lyntjie,Die Piesangskille,39,Lyntjie,46,185062,Afrikaanse Hits
4488,Suikerbos,Appel,47,Wille Ding,44,234000,Afrikaanse Hits
4489,Vat Die Cruiser,Gerhard Steyn,36,Vat Die Cruiser,48,180183,Afrikaanse Hits
4490,Ek Like Jou,Leah,32,Ek Like Jou,47,204817,Afrikaanse Hits
4491,Kwaaitjie,Prop,29,Kwaaitjie,44,188125,Afrikaanse Hits
4492,Wat nou?,Riana Nel,36,Wat nou?,45,158750,Afrikaanse Hits
4493,Rowwe Bliksem,Riaan Benadé,46,Rowwe Bliksem,52,183730,Afrikaanse Hits
4494,As Hy Weer Kom,Bernice West,38,As Hy Weer Kom,47,187000,Afrikaanse Hits
4495,My Nannas,Wikus Botma,31,My Nannas,47,197231,Afrikaanse Hits
4496,Wil Jy Bly,Wentzel,24,Wil Jy Bly,45,187391,Afrikaanse Hits
4497,Wynland,Werner Van Der Hoven,23,Wynland,45,161590,Afrikaanse Hits
4498,Haai Haai,Riaan Benadé,46,Haai Haai,48,198996,Afrikaanse Hits
4499,Nora Vlok,Die Heuwels Fantasties,41,Nora Vlok,46,187895,Afrikaanse Hits
4500,Johnnie Blou,Eloff,41,Johnnie Blou,46,187370,Afrikaanse Hits
4501,Kleintjie,Wikus Botma,31,Kleintjie,44,179019,Afrikaanse Hits
4502,Nee of Ja,Brendan Peyper,43,Nee of Ja,44,199000,Afrikaanse Hits
4503,Nonna,Appel,47,Patriot,52,203413,Afrikaanse Hits
4504,Laat Dit Goed Gaan,Marissa,25,Laat Dit Goed Gaan,41,216687,Afrikaanse Hits
4505,Vir Jou Geval,Arno Jordaan,29,Vir Jou Geval,43,242477,Afrikaanse Hits
4506,Ditjies & Datjies,FATMAN,38,Ditjies & Datjies,45,198471,Afrikaanse Hits
4507,Ek Moes Ek Wou Ek Sou,Ivan Roux,34,Ek Moes Ek Wou Ek Sou,40,200065,Afrikaanse Hits
4508,O My Vy,FATMAN,38,O My Vy,44,209891,Afrikaanse Hits
4509,Bokswyn,Caroline Grace,27,Bokswyn,45,189000,Afrikaanse Hits
4510,Bietjie Benoni,Lianie May,37,Bietjie Benoni,50,203008,Afrikaanse Hits
4511,Witblits,Eloff,41,Hittegolf,49,187094,Afrikaanse Hits
4512,Lieflik,Elandré,42,Lieflik,43,244552,Afrikaanse Hits
4513,My Volgende Fout,Jay,40,My Volgende Fout,44,213333,Afrikaanse Hits
4514,Hey Sonneblom,Droomsindroom,34,Hey Sonneblom,50,210320,Afrikaanse Hits
4515,Ploeg Jy?,Ricus Nel,41,Ploeg Jy,46,217500,Afrikaanse Hits
4516,Hand Aan Hand,Elandré,42,Hand Aan Hand,44,238669,Afrikaanse Hits
4517,Geheueverlies,Eloff,41,Geheueverlies,41,206296,Afrikaanse Hits
4518,Bring Dit,Franja Du Plessis,32,Groot Afrikaans Treffers,37,172627,Afrikaanse Hits
4519,Dina,Appel,47,Afrikaans is Groot Vol. 14,38,196224,Afrikaanse Hits
4520,Jou Lippe,Danny Smoke,30,Swaeltjies,45,215560,Afrikaanse Hits
4521,Gooi Nog 'n Whiskey,Riaan Benadé,46,Spontaan,49,180040,Afrikaanse Hits
4522,Sonop-Blom,Bernice West,38,Sonop-Blom,39,187800,Afrikaanse Hits
4523,Vuur Op Die Water,Elandré,42,Vuur Op Die Water,40,216795,Afrikaanse Hits
4524,Vuil Coke,FATMAN,38,Vuil Coke,49,217030,Afrikaanse Hits
4525,Keeza,Riaan Benadé,46,Afrikaans is Groot Vol. 14,38,178147,Afrikaanse Hits
4526,Xa Ndiyekelelwa (Live),Spirit Of Praise,50,"Spirit of Praise, Vol. 5 (Live)",51,406600,Sunday Praise
4527,Umbhedesho - Live,Joyous Celebration,49,"Joyous Celebration, Vol. 17 (Grateful) [Live]",50,272640,Sunday Praise
4528,Thath'Indawo (Live),Spirit Of Praise,50,"Spirit of Praise, Vol. 8 (Live)",56,473248,Sunday Praise
4529,Wakhazimula - Live,Joyous Celebration,49,Wakhazimula (Live),44,487650,Sunday Praise
4530,Nang'Mthokozisi (Live),Spirit Of Praise,50,"Spirit of Praise, Vol. 8 (Live)",48,646408,Sunday Praise
4531,Yesu Wena UnguMhlobo - Live,Joyous Celebration,49,Joyous Celebration 23 - Live at the CTICC Cape Town,52,349973,Sunday Praise
4532,Esphambanweni,Kelly Khumalo,42,Esphambanweni,42,383038,Sunday Praise
4533,Ewe Jesu - Medley 1,Njabulo Masinga,21,Ewe Jesu (Medley 1),38,346436,Sunday Praise
4534,Hallelujah Nkateko (Lihle's Version) - Live,Joyous Celebration,49,"Joyous Celebration, Vol. 19 (Back to the Cross)",51,336213,Sunday Praise
4535,Pela Hao / Jehovah o Lefika - Live,David TheKing,24,Hymns of Faith (Live),45,521844,Sunday Praise
