id,names,artist_names,artist_pop,albums,track_pop,durations_ms,playlist_name
760,The Christmas Song (Merry Christmas To You),Nat King Cole,69,The Christmas Song (Expanded Edition),78,192160,Christmas Hits
761,Do They Know It's Christmas? - 1984 Version,Band Aid,53,Do They Know It’s Christmas?,74,222533,Christmas Hits
762,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,76,Christmas Songs by Sinatra,76,155453,Christmas Hits
763,Christmas (Baby Please Come Home),Darlene Love,57,"Christmas (Baby, Please Come Home)",71,166453,Christmas Hits
764,Snowman,Sia,82,Everyday Is Christmas (Deluxe Edition),85,165907,Christmas Hits
765,Mistletoe,Justin Bieber,86,Under The Mistletoe (Deluxe Edition),80,182947,Christmas Hits
766,"Santa, Can’t You Hear Me",Kelly Clarkson,73,When Christmas Comes Around...,73,242645,Christmas Hits
767,White Christmas - 1947 Version,Bing Crosby,67,Holiday Inn (Original Motion Picture Soundtrack),79,177480,Christmas Hits
768,My Only Wish (This Year),Britney Spears,78,My Only Wish (This Year),73,255400,Christmas Hits
769,A Holly Jolly Christmas,Burl Ives,60,Have A Holly Jolly Christmas,79,135533,Christmas Hits
770,Merry Christmas Everyone,Shakin' Stevens,57,Merry Christmas Everyone,77,220160,Christmas Hits
771,Christmas (Baby Please Come Home),Mariah Carey,77,Merry Christmas,77,153240,Christmas Hits
772,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,61,Greatest Christmas Songs,76,155933,Christmas Hits
773,Santa Claus Is Coming To Town,The Jackson 5,65,Christmas Album,73,144013,Christmas Hits
774,Santa Baby,Madonna,77,A Very Special Christmas,62,154907,Christmas Hits
775,Deck The Halls,Nat King Cole,69,The Christmas Song (Expanded Edition),76,68760,Christmas Hits
776,Run Rudolph Run,Chuck Berry,64,Rock 'N' Roll Rarities,74,165733,Christmas Hits
777,Have Yourself A Merry Little Christmas,Sam Smith,82,Have Yourself A Merry Little Christmas,72,170964,Christmas Hits
778,Blue Christmas,Elvis Presley,75,Elvis' Christmas Album,74,129173,Christmas Hits
779,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,73,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",72,267600,Christmas Hits
780,Like It's Christmas,Jonas Brothers,74,Like It's Christmas,74,200880,Christmas Hits
781,Merry Christmas,Ed Sheeran,86,Merry Christmas,73,208547,Christmas Hits
782,This Christmas,Donny Hathaway,56,A Donny Hathaway Collection,70,231173,Christmas Hits
783,Last Christmas,Ariana Grande,86,Christmas Kisses,73,203653,Christmas Hits
784,Joy To The World,Nat King Cole,69,The Christmas Song (Expanded Edition),73,84987,Christmas Hits
785,Santa's Coming for Us,Sia,82,Everyday Is Christmas (Deluxe Edition),72,205267,Christmas Hits
786,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,75,Elvis' Christmas Album,73,115827,Christmas Hits
787,Please Come Home for Christmas - 2013 Remaster,Eagles,73,Please Come Home for Christmas / Funky New Year (2013 Remaster),72,177440,Christmas Hits
788,Baby It's Cold Outside (with Michael Bublé),Idina Menzel,67,Holiday Wishes,72,166147,Christmas Hits
789,Mele Kalikimaka (Merry Christmas),Bing Crosby,67,White Christmas,72,175333,Christmas Hits
790,Hallelujah,Pentatonix,68,A Pentatonix Christmas Deluxe,72,268960,Christmas Hits
791,Christmas Lights,Coldplay,85,Christmas Lights,71,242496,Christmas Hits
792,Little Saint Nick - 1991 Remix,The Beach Boys,69,The Beach Boys' Christmas Album,70,118840,Christmas Hits
793,Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sinatra,76,A Jolly Christmas From Frank Sinatra,73,206600,Christmas Hits
794,Driving Home for Christmas,Chris Rea,60,The Works,70,240213,Christmas Hits
795,Christmas Without You,Ava Max,76,Christmas Without You,70,169245,Christmas Hits
796,What Christmas Means To Me,Stevie Wonder,73,Mono Singles,70,148147,Christmas Hits
797,Frosty The Snowman,Ella Fitzgerald,67,Ella Wishes You A Swinging Christmas (Expanded Edition),70,131733,Christmas Hits
798,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,70,You Make It Feel Like Christmas,70,156773,Christmas Hits
799,I Saw Mommy Kissing Santa Claus,The Jackson 5,65,Christmas Album,70,181267,Christmas Hits
800,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,71,Jingle Bell Rock,70,126360,Christmas Hits
801,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,67,Bing Crosby - Christmas Classics,69,165667,Christmas Hits
802,"Mary, Did You Know?",Pentatonix,68,That's Christmas To Me (Deluxe Edition),69,203373,Christmas Hits
803,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,60,Glow,72,173560,Christmas Hits
804,One More Sleep,Leona Lewis,63,"Christmas, With Love",69,239587,Christmas Hits
805,Sleigh Ride,Ella Fitzgerald,67,Ella Wishes You A Swinging Christmas (Expanded Edition),69,175987,Christmas Hits
806,O Holy Night,Mariah Carey,77,Merry Christmas,69,266933,Christmas Hits
807,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,54,Rudolph The Red Nosed Reindeer And Other Christmas Classics,71,150267,Christmas Hits
808,Rudolph The Red-Nosed Reindeer,Dean Martin,69,A Winter Romance,72,135760,Christmas Hits
809,A Holly Jolly Christmas,Brett Eldredge,60,Glow (Deluxe Edition),62,142840,Christmas Hits
810,Step Into Christmas - Remastered 1995,Elton John,80,Caribou (Remastered 1995),68,272333,Christmas Hits
811,Santa Claus Is Coming to Town,Michael Bublé,75,Christmas (Deluxe Special Edition),68,171093,Christmas Hits
812,Mistletoe And Holly - Remastered 1999,Frank Sinatra,76,A Jolly Christmas From Frank Sinatra,68,136427,Christmas Hits
813,Cozy Little Christmas,Katy Perry,81,Cozy Little Christmas,68,182521,Christmas Hits
814,"Merry Christmas, Happy Holidays",*NSYNC,68,Home For Christmas,68,255307,Christmas Hits
815,Winter Wonderland - Remastered 2006,Bing Crosby,67,Bing Crosby - Christmas Classics,67,144253,Christmas Hits
816,Make It To Christmas,Alessia Cara,71,Make It To Christmas,67,211013,Christmas Hits
817,Shake Up Christmas,Train,70,"Save Me, San Francisco (Golden Gate Edition)",66,232213,Christmas Hits
818,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,70,"White Christmas (Spotify Singles - Holiday, Recorded at Air Studios, London)",60,192459,Christmas Hits
819,Happy Xmas (War Is Over),Céline Dion,71,These are Special Times,65,254707,Christmas Hits
820,Santa Baby,Ariana Grande,86,Christmas Kisses,70,170933,Christmas Hits
821,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber,86,Under The Mistletoe (Deluxe Edition),64,215160,Christmas Hits
822,Jingle Bells,Frank Sinatra,76,Ultimate Christmas,67,122160,Christmas Hits
823,I'll Be Home,Meghan Trainor,75,A Very Trainor Christmas,63,219720,Christmas Hits
824,I Wish It Could Be Christmas Everyday,Wizzard,44,I Wish It Could Be Christmas Everyday,65,278947,Christmas Hits
825,Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,52,Christmas Eve and Other Stories,65,205333,Christmas Hits
826,Man With The Bag,Jessie J,68,This Christmas Day,65,163560,Christmas Hits
827,Take Me Home For Christmas,Dan + Shay,69,Take Me Home For Christmas,64,203880,Christmas Hits
828,Rudolph The Red-Nosed Reindeer,Burl Ives,60,Have A Holly Jolly Christmas,72,130027,Christmas Hits
829,Christmas Love,Justin Bieber,86,Under The Mistletoe (Deluxe Edition),64,206787,Christmas Hits
830,This Christmas,Christina Aguilera,74,My Kind Of Christmas,64,241507,Christmas Hits
831,Fairytale of New York (feat. Kirsty MacColl) - Edit,The Pogues,54,Fairytale of New York (feat. Kirsty MacColl) [Edit],63,275896,Christmas Hits
832,Mistletoe and Wine,Cliff Richard,52,Together With Cliff Richard,63,245333,Christmas Hits
833,"Baby, It's Cold Outside - Remastered 2004",Dean Martin,69,Christmas Classics,62,143027,Christmas Hits
834,Under The Mistletoe,Kelly Clarkson,73,Under The Mistletoe,62,225688,Christmas Hits
835,Lonely This Christmas,Mud,43,"A's, B's And Rarities",62,213160,Christmas Hits
836,2000 Miles - 2007 Remaster,Pretenders,60,Learning to Crawl (Expanded & Remastered),62,220427,Christmas Hits
837,8 Days of Christmas,Destiny's Child,68,8 Days Of Christmas,61,209360,Christmas Hits
838,Grown-Up Christmas List,Jordan Smith,44,'Tis The Season,60,211453,Christmas Hits
839,Thank God It's Christmas - 2011 Remaster,Queen,81,The Works (Deluxe Remastered Version),59,261627,Christmas Hits
840,Someday At Christmas,Stevie Wonder,73,Jingle Bells,59,169293,Christmas Hits
841,What Christmas Means to Me (feat. Stevie Wonder),John Legend,73,A Legendary Christmas,59,160227,Christmas Hits
842,Wrapped in Red,Kelly Clarkson,73,Wrapped In Red,57,216907,Christmas Hits
843,Rockin' Around The Christmas Tree,Mel & Kim,36,Rockin' Around The Christmas Tree,56,223951,Christmas Hits
844,Another Love,Tom Odell,74,Long Way Down (Deluxe),92,244360,Songs to Sing in the Car
845,Blinding Lights,The Weeknd,92,After Hours,92,200040,Songs to Sing in the Car
846,Yellow,Coldplay,85,Parachutes,91,266773,Songs to Sing in the Car
847,Locked out of Heaven,Bruno Mars,86,Unorthodox Jukebox,90,233478,Songs to Sing in the Car
848,Someone You Loved,Lewis Capaldi,78,Divinely Uninspired To A Hellish Extent,90,182161,Songs to Sing in the Car
849,Everybody Wants To Rule The World,Tears For Fears,71,Songs From The Big Chair (Super Deluxe Edition),90,251489,Songs to Sing in the Car
850,Take on Me,a-ha,69,Hunting High and Low,90,225280,Songs to Sing in the Car
851,Believer,Imagine Dragons,84,Evolve,89,204347,Songs to Sing in the Car
852,Creep,Radiohead,78,Pablo Honey,89,238640,Songs to Sing in the Car
853,One Dance,Drake,95,Views,89,173987,Songs to Sing in the Car
854,That's What I Like,Bruno Mars,86,24K Magic,89,206693,Songs to Sing in the Car
855,Circles,Post Malone,86,Hollywood's Bleeding,88,215280,Songs to Sing in the Car
856,Dreams - 2004 Remaster,Fleetwood Mac,79,Rumours (Super Deluxe),88,257800,Songs to Sing in the Car
857,Shape of You,Ed Sheeran,86,÷ (Deluxe),88,233713,Songs to Sing in the Car
858,Heather,Conan Gray,76,Kid Krow,88,198040,Songs to Sing in the Car
859,Say You Won't Let Go,James Arthur,79,Back from the Edge,88,211467,Songs to Sing in the Car
860,Treat You Better,Shawn Mendes,80,Illuminate,88,187973,Songs to Sing in the Car
861,Sweet Child O' Mine,Guns N' Roses,77,Appetite For Destruction,88,356067,Songs to Sing in the Car
862,Mr. Brightside,The Killers,74,Hot Fuss,88,222973,Songs to Sing in the Car
863,drivers license,Olivia Rodrigo,87,SOUR,88,242013,Songs to Sing in the Car
864,Wake Me Up,Avicii,78,TRUE,88,247427,Songs to Sing in the Car
865,Thunder,Imagine Dragons,84,Evolve,87,187147,Songs to Sing in the Car
866,Something Just Like This,The Chainsmokers,77,Memories...Do Not Open,87,247160,Songs to Sing in the Car
867,Iris,The Goo Goo Dolls,69,Dizzy up the Girl,87,289533,Songs to Sing in the Car
868,All of Me,John Legend,73,Love In The Future (Expanded Edition),87,269560,Songs to Sing in the Car
869,Losing My Religion,R.E.M.,71,Out Of Time (25th Anniversary Edition),87,268427,Songs to Sing in the Car
870,Let Me Down Slowly,Alec Benjamin,73,Narrated For You,87,169354,Songs to Sing in the Car
871,I'm Not The Only One,Sam Smith,82,In The Lonely Hour,87,239317,Songs to Sing in the Car
872,Sweet but Psycho,Ava Max,76,Heaven & Hell,87,187436,Songs to Sing in the Car
873,Promiscuous,Nelly Furtado,74,Loose,87,242293,Songs to Sing in the Car
874,Love On The Brain,Rihanna,87,ANTI (Deluxe),86,224000,Songs to Sing in the Car
875,Hips Don't Lie (feat. Wyclef Jean),Shakira,84,"Oral Fixation, Vol. 2 (Expanded Edition)",86,218093,Songs to Sing in the Car
876,Seven Nation Army,The White Stripes,68,Elephant,86,232107,Songs to Sing in the Car
877,Californication,Red Hot Chili Peppers,80,Californication (Deluxe Edition),86,329733,Songs to Sing in the Car
878,good 4 u,Olivia Rodrigo,87,SOUR,86,178147,Songs to Sing in the Car
879,One Kiss (with Dua Lipa),Calvin Harris,82,One Kiss (with Dua Lipa),86,214847,Songs to Sing in the Car
880,Africa,TOTO,70,Toto IV,86,295893,Songs to Sing in the Car
881,Unforgettable,French Montana,72,Jungle Rules,86,233902,Songs to Sing in the Car
882,Love Yourself,Justin Bieber,86,Purpose (Deluxe),86,233720,Songs to Sing in the Car
883,Stay With Me,Sam Smith,82,In The Lonely Hour,86,172724,Songs to Sing in the Car
884,Woman,Doja Cat,86,Planet Her,86,172627,Songs to Sing in the Car
885,Dancing Queen,ABBA,77,Arrival,86,230400,Songs to Sing in the Car
886,Closer,The Chainsmokers,77,Closer,86,244960,Songs to Sing in the Car
887,Umbrella,Rihanna,87,Good Girl Gone Bad: Reloaded,86,275987,Songs to Sing in the Car
888,Memories,Maroon 5,82,JORDI (Deluxe),86,189486,Songs to Sing in the Car
889,Escapism.,RAYE,77,My 21st Century Blues,86,272373,Songs to Sing in the Car
890,Shallow,Lady Gaga,82,A Star Is Born Soundtrack,86,215733,Songs to Sing in the Car
891,7 Years,Lukas Graham,68,Lukas Graham,86,237300,Songs to Sing in the Car
892,Unholy (feat. Kim Petras),Sam Smith,82,Unholy (feat. Kim Petras),86,156943,Songs to Sing in the Car
893,you broke me first,Tate McRae,81,you broke me first,86,169266,Songs to Sing in the Car
894,Pumped Up Kicks,Foster The People,68,Torches,86,239600,Songs to Sing in the Car
895,What Makes You Beautiful,One Direction,81,Up All Night,86,199987,Songs to Sing in the Car
896,Can't Stop,Red Hot Chili Peppers,80,By the Way (Deluxe Edition),85,269000,Songs to Sing in the Car
897,rockstar (feat. 21 Savage),Post Malone,86,beerbongs & bentleys,85,218147,Songs to Sing in the Car
898,7 rings,Ariana Grande,86,"thank u, next",85,178627,Songs to Sing in the Car
899,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,65,Sweet Dreams (Are Made Of This),85,216933,Songs to Sing in the Car
900,Can't Feel My Face,The Weeknd,92,Beauty Behind The Madness,85,213520,Songs to Sing in the Car
901,Empire State Of Mind,JAY-Z,81,The Blueprint 3,85,276920,Songs to Sing in the Car
902,Shut Up and Dance,WALK THE MOON,65,TALKING IS HARD,85,199080,Songs to Sing in the Car
903,Adore You,Harry Styles,83,Fine Line,85,207133,Songs to Sing in the Car
904,"Hey, Soul Sister",Train,70,"Save Me, San Francisco (Golden Gate Edition)",85,216773,Songs to Sing in the Car
905,Uptown Funk (feat. Bruno Mars),Mark Ronson,71,Uptown Special,85,269667,Songs to Sing in the Car
906,Toxic,Britney Spears,78,In The Zone,85,198800,Songs to Sing in the Car
907,Only Girl (In The World),Rihanna,87,Loud (Japan Version),85,235493,Songs to Sing in the Car
908,One Last Time,Ariana Grande,86,My Everything (Deluxe),85,197267,Songs to Sing in the Car
909,All The Small Things,blink-182,78,Enema Of The State,85,167067,Songs to Sing in the Car
910,Bad Habits,Ed Sheeran,86,=,85,230747,Songs to Sing in the Car
911,See You Again (feat. Charlie Puth),Wiz Khalifa,78,See You Again (feat. Charlie Puth),85,229526,Songs to Sing in the Car
912,Falling,Harry Styles,83,Fine Line,85,240133,Songs to Sing in the Car
913,bad guy,Billie Eilish,86,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",85,194088,Songs to Sing in the Car
914,Sex on Fire,Kings of Leon,71,Only By The Night,84,203347,Songs to Sing in the Car
915,CUFF IT,Beyoncé,82,RENAISSANCE,84,225389,Songs to Sing in the Car
916,TiK ToK,Kesha,73,Animal (Expanded Edition),84,199693,Songs to Sing in the Car
917,This Love,Maroon 5,82,Songs About Jane: 10th Anniversary Edition,84,206200,Songs to Sing in the Car
918,Sorry,Justin Bieber,86,Purpose (Deluxe),84,200787,Songs to Sing in the Car
919,Happier,Marshmello,82,Happier,84,214290,Songs to Sing in the Car
920,MIDDLE OF THE NIGHT,Elley Duhé,72,MIDDLE OF THE NIGHT,84,184448,Songs to Sing in the Car
921,You Give Love A Bad Name,Bon Jovi,75,Slippery When Wet,84,222707,Songs to Sing in the Car
922,Congratulations,Post Malone,86,Stoney (Deluxe),84,220293,Songs to Sing in the Car
923,Summer Of '69,Bryan Adams,72,Reckless (30th Anniversary / Deluxe Edition),84,216053,Songs to Sing in the Car
924,Eyes Closed,Ed Sheeran,86,#NAME?,84,194926,Songs to Sing in the Car
925,Life Goes On (feat. Luke Combs),Ed Sheeran,86,Life Goes On (feat. Luke Combs),75,210209,Chilled Hits
926,Heartbroken (feat. Jessie Murph & Polo G),Diplo,75,Heartbroken (feat. Jessie Murph & Polo G),75,207387,Chilled Hits
927,BLEED,The Kid LAROI,80,BLEED,80,171566,Chilled Hits
928,28 - with Dean Lewis,Ruth B.,70,28 (with Dean Lewis),66,208293,Chilled Hits
929,The Night We Met,Lord Huron,72,Strange Trails,82,208212,Chilled Hits
930,Date Night (feat. Morgan Evans),Kita Alexander,59,Date Night (feat. Morgan Evans),61,171667,Chilled Hits
931,Trust Me Mate,Dean Lewis,73,Trust Me Mate,73,178409,Chilled Hits
932,To Love Someone,Benson Boone,68,To Love Someone,68,196261,Chilled Hits
933,Overdrive,Post Malone,86,AUSTIN,73,147680,Chilled Hits
934,Some Things I'll Never Know (feat. Maren Morris),Teddy Swims,70,Some Things I'll Never Know (feat. Maren Morris),26,242317,Chilled Hits
935,Magical,Ed Sheeran,86,Autumn Variations,72,194277,Chilled Hits
936,In A Perfect World (with Julia Michaels),Dean Lewis,73,In A Perfect World (with Julia Michaels),70,191013,Chilled Hits
937,Those Eyes,New West,68,Those Eyes,86,220750,Chilled Hits
938,YOU & I (feat. Khalid),Anne-Marie,76,UNHEALTHY (Deluxe),69,205613,Chilled Hits
939,lacy,Olivia Rodrigo,87,GUTS,85,177212,Chilled Hits
940,Unlearn You,Keenan Te,58,Phases,63,168462,Chilled Hits
941,Used To Be Young,Miley Cyrus,82,Endless Summer Vacation,84,190461,Chilled Hits
942,Wish You The Best,Lewis Capaldi,78,Broken By Desire To Be Heavenly Sent,82,210880,Chilled Hits
943,Monster Brain,Mia Wray,40,Monster Brain,48,217738,Chilled Hits
944,Home,Sam Heselwood,39,Home,49,252000,Chilled Hits
945,closure,Henry Moodie,59,closure,68,183567,Chilled Hits
946,A World Without You,alayna,42,Self Portrait Of A Woman Unravelling,52,212213,Chilled Hits
947,Run Through Fire,Pink Sweat$,65,Run Through Fire,67,184535,Chilled Hits
948,Antichrist,Holly Humberstone,60,Antichrist / Room Service,53,200911,Chilled Hits
949,Hell N Back,Bakar,66,Hell N Back,81,213573,Chilled Hits
950,High On You,Sam Fischer,60,High On You,58,194050,Chilled Hits
951,I'm Leaving,The Teskey Brothers,62,The Winding Way,50,261773,Chilled Hits
952,Haven't You Ever Been In Love Before?,Lewis Capaldi,78,Broken By Desire To Be Heavenly Sent,68,230533,Chilled Hits
953,Bigger Person,Lauren Spencer Smith,68,Mirror,75,161367,Chilled Hits
954,SITTING IN TRAFFIC,Ruel,62,4TH WALL,56,255307,Chilled Hits
955,The Hardest Part (feat. Leon Bridges),Olivia Dean,61,The Hardest Part (feat. Leon Bridges),69,176048,Chilled Hits
956,Be More,Stephen Sanchez,73,Be More,70,231684,Chilled Hits
957,Penthouse,Kelsea Ballerini,67,Rolling Up the Welcome Mat,74,183080,Chilled Hits
958,Sycamore,Ed Sheeran,86,#NAME?,62,170136,Chilled Hits
959,ceilings,Lizzy McAlpine,70,five seconds flat,86,182888,Chilled Hits
960,Thankful,Surfaces,63,Thankful,50,209986,Chilled Hits
961,Godless,Luca George,30,Godless,48,178524,Chilled Hits
962,Moments,Pink Sweat$,65,Moments,55,162092,Chilled Hits
963,To Know Me,Lauren Daigle,67,Lauren Daigle,57,211160,Chilled Hits
964,Right Now (Used in the motion picture SCREAM VI),Hugo Basclain,25,NOSTALGIA IS A LIAR,46,194865,Chilled Hits
965,Sleep Well,d4vd,75,Petals to Thorns,79,175875,Chilled Hits
966,Dandelions - slowed + reverb,Ruth B.,70,Dandelions (slowed + reverb),74,268717,Chilled Hits
967,I'll Be Waiting,Cian Ducrot,63,Victory,73,172547,Chilled Hits
968,Ice Cream Man.,RAYE,77,My 21st Century Blues,60,248733,Chilled Hits
969,Die For You - Remix,The Weeknd,92,Die For You (Remix),84,232857,Chilled Hits
970,You Don't Call Me Anymore,Sam Fischer,60,You Don't Call Me Anymore,56,177700,Chilled Hits
971,Love You Anyway,Luke Combs,81,Love You Anyway,69,229627,Chilled Hits
972,Pointless,Lewis Capaldi,78,Broken By Desire To Be Heavenly Sent,75,231120,Chilled Hits
973,People,Libianca,67,People,87,184791,Chilled Hits
974,Here With Me,d4vd,75,Petals to Thorns,89,242485,Chilled Hits
975,MUST BE NICE,Ruel,62,MUST BE NICE,56,175916,Chilled Hits
976,How Do I Say Goodbye,Dean Lewis,73,How Do I Say Goodbye,79,163603,Chilled Hits
977,Men On The Moon,Chelsea Cutler,66,Men On The Moon,59,220798,Chilled Hits
978,Die For You,Joji,78,SMITHEREENS,82,211667,Chilled Hits
979,Run Away to Mars,TALK,58,Run Away to Mars,72,213754,Chilled Hits
980,Heartbeat,James Arthur,79,Heartbeat,64,231723,Chilled Hits
981,Never Had a Chance,Katherine Li,48,Never Had a Chance,63,145520,Chilled Hits
982,Older (feat. Sierra Deaton),5 Seconds of Summer,74,5SOS5,53,197897,Chilled Hits
983,About You,The 1975,75,Being Funny In A Foreign Language,83,326491,Chilled Hits
984,Vienna,Gretta Ray,47,Vienna,66,163209,Chilled Hits
985,Come to Bed,Sons Of Zion,48,Come to Bed,46,178410,Chilled Hits
986,Goodbye,Mimi Webb,61,Goodbye,60,184167,Chilled Hits
987,Every Side Of You,Vance Joy,72,Every Side Of You,44,204573,Chilled Hits
988,Only With You,Mikey Dam,31,Only With You,46,177778,Chilled Hits
989,Hurtless,Dean Lewis,73,Hurtless,65,180274,Chilled Hits
990,Mad At You,Drax Project,48,Mad At You,37,165453,Chilled Hits
991,Don't Fade - Single Version,Vance Joy,72,Don't Fade,53,190253,Chilled Hits
992,LET THE GRASS GROW,Ruel,62,LET THE GRASS GROW,56,175534,Chilled Hits
993,Evil Ways (feat. J. Cole),Drake,95,For All The Dogs Scary Hours Edition,0,227692,A1
994,WHAT'S THE MOVE? (feat. Future and BabyDrill),The Kid LAROI,80,WHAT'S THE MOVE? (feat. Future and BabyDrill),73,199547,A1
995,Daisy,Hp Boyz,45,Daisy,49,220206,A1
996,A N X I E T Y (feat. Doechii),Sleepy Hallow,74,Boy Meets World,80,148928,A1
997,SAY MY GRACE (feat. Travis Scott),Offset,79,SET IT OFF,85,173253,A1
998,Cobra,Megan Thee Stallion,75,Cobra,79,168933,A1
999,Van Cleef Island,Trippie Redd,78,Saint Michael,70,151141,A1
1000,Landslide (feat. Nafe Smallz),Aitch,65,Landslide (feat. Nafe Smallz),62,194000,A1
1001,Boys Light Up,Chillinit,53,Boys Light Up,59,169307,A1
1002,Lemme See,Kodak Black,78,When I Was Dead,33,165765,A1
1003,Us Against the World,Strandz,56,Us Against the World,74,139787,A1
1004,THROW AWAY BARS,SkuX,47,THROW AWAY BARS,64,132408,A1
1005,Scary (feat. Aitch),A1 x J1,59,Scary (feat. Aitch),71,144204,A1
1006,All My Life (Burna Boy Remix),Lil Durk,80,All My Life (Remixes) (feat. Burna Boy),69,264179,A1
1007,WE SEE YOU,NLE Choppa,77,WE SEE YOU,64,142968,A1
1008,And We,Hooligan Hefs,55,And We,62,161562,A1
1009,Turks & Caicos (feat. 21 Savage),Rod Wave,78,Nostalgia,81,203442,A1
1010,SkeeYee,Sexyy Red,72,Hood Hottest Princess,80,154120,A1
1011,17X's,SkuX,47,17X's,47,113308,A1
1012,SOUTHSIDE DILLA,Day1,46,SOUTHSIDE DILLA,47,129250,A1
1013,1738 (feat. Coi Leray),Fetty Wap,67,1738 (feat. Coi Leray),60,230293,A1
1014,Don't Get Me Started (feat. Coi Leray & Nija),Lola Brooke,56,Dennis Daughter,59,199747,A1
1015,Finding My Way,PROPH3T,21,Finding My Way,42,162581,A1
1016,Father's Eyes (feat. Stan Walker),Kobie Dee,38,Father's Eyes (feat. Stan Walker),46,172340,A1
1017,Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,83,Pink Tape,75,216704,A1
1018,Celine,Youngn Lipz,50,Celine,55,193243,A1
1019,IDGAF (feat. Yeat),Drake,95,For All The Dogs,93,260111,A1
1020,Pepper,Flowdan,65,Pepper,73,148966,A1
1021,Rtr,Hp Boyz,45,Rtr,50,152571,A1
1022,All Night,Prinz,58,All Night,62,136560,A1
1023,OUR PEOPLE (feat. The Presets),3%,25,OUR PEOPLE (feat. The Presets),48,234847,A1
1024,Call Me Revenge - Call of Duty: Modern Warfare 3,21 Savage,87,Call Me Revenge (Call of Duty: Modern Warfare 3),73,166140,A1
1025,A Hoochie Tale,Tokyo Vendetta,18,A Hoochie Tale,38,166684,A1
1026,We Ride,ENZO,35,We Ride,49,187038,A1
1027,Did Me Wrong,A Boogie Wit da Hoodie,78,B4 BOA,74,177893,A1
1028,Mamas Car,Vv Pete,27,Mamas Car,42,136734,A1
1029,Highs & Lows,Prinz,58,Highs & Lows,75,124792,A1
1030,Telem How,Kerser,48,A Gift & A Kers,47,177634,A1
1031,TLC,Digga D,63,TLC,68,149938,A1
1032,CFB,Open Till L8,42,CFB,52,150729,A1
1033,Cheat On Me (feat. Dave),Burna Boy,78,Cheat On Me (feat. Dave),70,222640,A1
1034,Barely Holdin' On,Polo G,79,Barely Holdin' On,76,174296,A1
1035,Toxic Trait,Stormzy,68,Toxic Trait,67,194089,A1
1036,Ring-a-Ling,Tkay Maidza,53,Sweet Justice,42,178240,A1
1037,UK Rap,Dave,77,Split Decision,78,198027,A1
1038,Proper,Hooligan Hefs,55,Sinning Winning Living,54,202000,A1
1039,Me Porto Bonito,Bad Bunny,95,Un Verano Sin Ti,89,178567,Beast Mode
1040,FE!N (feat. Playboi Carti),Travis Scott,90,UTOPIA,89,191701,Beast Mode
1041,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,83,"Quevedo: Bzrp Music Sessions, Vol. 52",89,198938,Beast Mode
1042,Jimmy Cooks (feat. 21 Savage),Drake,95,"Honestly, Nevermind",89,218365,Beast Mode
1043,Save Your Tears,The Weeknd,92,After Hours,89,215627,Beast Mode
1044,MONTAGEM - PR FUNK,S3BZS,68,MONTAGEM - PR FUNK,87,61673,Beast Mode
1045,METAMORPHOSIS,INTERWORLD,70,METAMORPHOSIS,87,142839,Beast Mode
1046,El Merengue,Marshmello,82,El Merengue,87,189357,Beast Mode
1047,Rich Flex,Drake,95,Her Loss,87,239360,Beast Mode
1048,Tití Me Preguntó,Bad Bunny,95,Un Verano Sin Ti,86,243717,Beast Mode
1049,Ric Flair Drip (with Metro Boomin),Offset,79,Without Warning,86,172800,Beast Mode
1050,Murder In My Mind,Kordhell,72,Murder In My Mind,86,145000,Beast Mode
1051,The Box,Roddy Ricch,75,Please Excuse Me for Being Antisocial,86,196653,Beast Mode
1052,SICKO MODE,Travis Scott,90,ASTROWORLD,85,312820,Beast Mode
1053,Give It To Me - Full Vocal Mix,Matt Sassari,63,Give It To Me (Full Vocal Mix),85,102861,Beast Mode
1054,Push Up - Main Edit,Creeds,64,Push Up (Main Edit),85,139300,Beast Mode
1055,Freestyle,Lil Baby,84,Too Hard,85,162053,Beast Mode
1056,Doja,Central Cee,80,Doja,84,97393,Beast Mode
1057,HIGHEST IN THE ROOM,Travis Scott,90,HIGHEST IN THE ROOM,84,175721,Beast Mode
